P 3 30.755566138344005 75.5158658270689 76.64778507301942 66.27417523501785 25.49932428078633 15.490889937579011 
P 3 80.72524754442968 93.21475300696466 69.98625962556704 1.749502642956191 23.80976092923961 73.21919057074757 
P 3 95.54882167422663 42.06722601042914 64.1147198400327 68.48843706280033 7.574356529217674 26.113767458191095 
P 3 94.37730811134018 32.08386797981407 75.39127673708653 40.839794095258185 66.36423560944081 84.46752381990366 
P 3 30.744501057520225 76.26220631554109 27.386142764451897 93.39403096572266 98.52043050038914 76.28965157375923
P 3 89.01483628844976 72.78226376676315 8.47941132120964 74.4838680422087 49.85492244825331 40.51121154523604
P 4 0 0 1000 0.000001 1000 1000 0 1000
P 4 0.000001 0 1000 0 1000 1000 0 1000




